,age,selling_price,km_driven,owner,name,fuel,seller_type,transmission
3436,15.0,3500.0,10000.0,1.0,Maruti,Petrol,Individual,Manual
3437,13.0,1400.0,110000.0,1.0,Hyundai,CNG,Individual,Manual
3439,5.0,8300.0,40000.0,1.0,Honda,Diesel,Individual,Manual
3440,14.0,1800.0,30000.0,1.0,Maruti,Petrol,Individual,Manual
3441,14.0,2100.0,109000.0,2.0,Maruti,Diesel,Individual,Manual
3442,6.0,7000.0,90000.0,1.0,Maruti,Diesel,Individual,Manual
3443,11.0,1250.0,120000.0,1.0,Tata,Diesel,Individual,Manual
3444,6.0,5300.0,64916.0,1.0,Hyundai,Petrol,Individual,Manual
3445,5.0,8000.0,37161.0,1.0,Ford,Diesel,Dealer,Manual
3446,7.0,5800.0,15000.0,1.0,Maruti,Petrol,Individual,Manual
3448,5.0,3000.0,50852.0,1.0,Renault,Petrol,Individual,Manual
3449,7.0,3000.0,30000.0,1.0,Renault,Petrol,Individual,Manual
3450,8.0,7000.0,77000.0,1.0,Maruti,Diesel,Individual,Manual
3451,11.0,2500.0,70000.0,3.0,Nissan,Petrol,Individual,Manual
3452,7.0,5000.0,120000.0,1.0,Chevrolet,Diesel,Individual,Manual
3453,14.0,4280.0,40000.0,3.0,Honda,Petrol,Individual,Automatic
3455,10.0,2190.0,53500.0,3.0,Hyundai,Petrol,Individual,Manual
3456,13.0,4099.0,60000.0,1.0,Honda,Petrol,Individual,Manual
3457,5.0,5700.0,5000.0,1.0,Tata,Petrol,Individual,Manual
3458,16.0,1600.0,80000.0,3.0,Maruti,Petrol,Individual,Manual
3459,6.0,7490.0,51500.0,2.0,Maruti,Diesel,Individual,Manual
3460,13.0,3000.0,120000.0,3.0,Maruti,Diesel,Individual,Manual
3461,9.0,5500.0,79800.0,1.0,Ford,Diesel,Dealer,Manual
3462,8.0,5500.0,97000.0,2.0,Ford,Diesel,Dealer,Manual
3463,4.0,12500.0,6590.0,1.0,Ford,Diesel,Dealer,Manual
3464,6.0,7000.0,49957.0,1.0,Ford,Diesel,Dealer,Manual
3465,6.0,6000.0,43235.0,1.0,Ford,Diesel,Dealer,Manual
3466,5.0,9250.0,50699.0,1.0,Ford,Diesel,Dealer,Manual
3468,8.0,4599.0,140730.0,2.0,Ford,Diesel,Dealer,Manual
3469,8.0,5650.0,46000.0,1.0,Hyundai,Petrol,Individual,Manual
3470,10.0,1700.0,80000.0,3.0,Hyundai,Petrol,Individual,Manual
3472,15.0,2950.0,120000.0,1.0,Mahindra,Diesel,Individual,Manual
3473,5.0,8199.0,40000.0,1.0,Hyundai,Diesel,Individual,Manual
3474,4.0,8199.0,40000.0,1.0,Hyundai,Diesel,Individual,Manual
3475,8.0,5500.0,135000.0,2.0,Ford,Diesel,Individual,Manual
3476,8.0,5500.0,50000.0,1.0,Mahindra,Diesel,Individual,Manual
3477,6.0,5900.0,98000.0,1.0,Volkswagen,Diesel,Individual,Manual
3478,6.0,9500.0,50000.0,1.0,Honda,Diesel,Individual,Manual
3479,6.0,10000.0,30000.0,1.0,Honda,Diesel,Individual,Manual
3480,10.0,5000.0,120000.0,1.0,Nissan,Diesel,Individual,Manual
3481,6.0,4500.0,70000.0,1.0,Fiat,Diesel,Individual,Manual
3482,6.0,7200.0,35000.0,1.0,Maruti,Diesel,Individual,Manual
3483,8.0,3900.0,70000.0,2.0,Maruti,Diesel,Individual,Manual
3484,9.0,5000.0,35000.0,1.0,Mahindra,Diesel,Individual,Manual
3486,6.0,7800.0,50000.0,1.0,Hyundai,Diesel,Individual,Manual
3487,8.0,4849.0,90000.0,2.0,Maruti,Diesel,Individual,Manual
3488,11.0,4200.0,90000.0,2.0,Volkswagen,Diesel,Individual,Manual
3489,8.0,12250.0,70000.0,1.0,Mahindra,Diesel,Individual,Manual
3490,8.0,3500.0,50000.0,2.0,Tata,Diesel,Individual,Manual
3491,8.0,3500.0,120000.0,3.0,Mahindra,Diesel,Individual,Manual
3493,19.0,1250.0,70000.0,2.0,Hyundai,Petrol,Individual,Automatic
3494,13.0,750.0,100000.0,3.0,Tata,Diesel,Individual,Manual
3495,5.0,5099.0,15000.0,1.0,Mahindra,Petrol,Individual,Manual
3496,9.0,2150.0,80000.0,3.0,Tata,Diesel,Individual,Manual
3497,9.0,4800.0,101000.0,1.0,Maruti,Diesel,Dealer,Manual
3498,7.0,6300.0,55000.0,1.0,Maruti,Diesel,Dealer,Manual
3499,16.0,1900.0,115000.0,2.0,Honda,Petrol,Dealer,Manual
3500,8.0,5000.0,100000.0,1.0,Maruti,Diesel,Dealer,Manual
3501,9.0,8500.0,52000.0,2.0,Volkswagen,Diesel,Dealer,Manual
3502,12.0,3500.0,105000.0,1.0,Maruti,Diesel,Dealer,Manual
3503,10.0,4250.0,170000.0,1.0,Renault,Diesel,Dealer,Manual
3504,8.0,4950.0,105000.0,1.0,Maruti,Diesel,Dealer,Manual
3505,6.0,8900.0,60000.0,2.0,Maruti,Diesel,Individual,Manual
3506,5.0,11000.0,25000.0,2.0,Hyundai,Diesel,Individual,Automatic
3508,14.0,2330.0,58000.0,3.0,Ford,Petrol,Individual,Manual
3509,8.0,3000.0,110000.0,2.0,Tata,Diesel,Individual,Manual
3510,3.0,6140.0,1000.0,1.0,Honda,Petrol,Individual,Manual
3511,13.0,2500.0,100000.0,2.0,Hyundai,Petrol,Individual,Manual
3512,13.0,2500.0,110000.0,2.0,Hyundai,Petrol,Individual,Manual
3513,10.0,2900.0,52000.0,1.0,Maruti,Petrol,Individual,Manual
3514,10.0,3200.0,80000.0,2.0,Maruti,Petrol,Individual,Manual
3515,17.0,1450.0,52000.0,2.0,Hyundai,Petrol,Individual,Manual
3516,18.0,1000.0,124000.0,2.0,Maruti,Petrol,Individual,Manual
3518,17.0,1450.0,66000.0,2.0,Hyundai,Petrol,Individual,Automatic
3519,15.0,1100.0,120000.0,3.0,Maruti,Petrol,Individual,Manual
3520,4.0,6800.0,40000.0,1.0,Maruti,Diesel,Individual,Manual
3521,19.0,375.0,90000.0,2.0,Maruti,Petrol,Individual,Manual
3522,12.0,2000.0,120000.0,2.0,Maruti,Diesel,Individual,Manual
3523,4.0,10000.0,15000.0,1.0,Maruti,Diesel,Individual,Manual
3525,8.0,4700.0,170000.0,1.0,Maruti,Diesel,Individual,Manual
3526,6.0,4150.0,20000.0,1.0,Maruti,Petrol,Individual,Manual
3527,9.0,5000.0,82000.0,1.0,Nissan,Diesel,Individual,Manual
3528,10.0,1500.0,60000.0,2.0,Chevrolet,Petrol,Individual,Manual
3529,18.0,950.0,50000.0,2.0,Maruti,Petrol,Individual,Manual
3530,11.0,4000.0,70000.0,1.0,Maruti,Diesel,Individual,Manual
3531,15.0,1149.0,66782.0,2.0,Maruti,Petrol,Individual,Manual
3532,17.0,750.0,130000.0,1.0,Maruti,Petrol,Individual,Manual
3533,10.0,5000.0,120000.0,1.0,Hyundai,Diesel,Individual,Manual
3534,9.0,1950.0,75000.0,2.0,Maruti,Petrol,Individual,Manual
3535,8.0,1550.0,40000.0,1.0,Maruti,Petrol,Individual,Manual
3537,18.0,650.0,150000.0,3.0,Honda,Petrol,Individual,Manual
3538,8.0,1900.0,60000.0,2.0,Tata,Petrol,Individual,Manual
3539,11.0,2000.0,112198.0,2.0,Mahindra,Diesel,Individual,Manual
3540,13.0,1600.0,60000.0,2.0,Tata,Petrol,Individual,Manual
3541,13.0,1500.0,130000.0,2.0,Tata,Diesel,Individual,Manual
3543,8.0,7500.0,120000.0,1.0,Mahindra,Diesel,Individual,Manual
3544,11.0,2250.0,90000.0,2.0,Maruti,Diesel,Individual,Manual
3545,11.0,6000.0,170000.0,1.0,Toyota,Diesel,Individual,Manual
3546,9.0,4099.0,80000.0,2.0,Hyundai,Diesel,Individual,Manual
3547,14.0,1100.0,83000.0,2.0,Maruti,Petrol,Individual,Manual
3548,7.0,8650.0,90000.0,1.0,Hyundai,Diesel,Individual,Manual
3549,7.0,2250.0,40000.0,1.0,Renault,Petrol,Individual,Manual
3550,9.0,4500.0,145500.0,1.0,Maruti,Diesel,Individual,Manual
3551,9.0,3700.0,120000.0,2.0,Skoda,Diesel,Individual,Manual
3552,17.0,1580.0,140000.0,3.0,Honda,Petrol,Individual,Manual
3553,13.0,2250.0,127000.0,1.0,Hyundai,Diesel,Individual,Manual
3554,16.0,1300.0,120000.0,1.0,Maruti,Petrol,Individual,Manual
3555,6.0,4400.0,45000.0,1.0,Hyundai,Petrol,Individual,Manual
3558,12.0,3500.0,90000.0,1.0,Toyota,Diesel,Individual,Manual
3559,10.0,2000.0,169000.0,1.0,Ford,Diesel,Individual,Manual
3560,9.0,5000.0,68000.0,2.0,Renault,Diesel,Individual,Manual
3561,18.0,920.0,100000.0,2.0,Maruti,Petrol,Individual,Manual
3562,14.0,2800.0,140000.0,2.0,Maruti,Diesel,Individual,Manual
3563,16.0,2000.0,80000.0,2.0,Maruti,Petrol,Individual,Manual
3564,14.0,1800.0,90000.0,2.0,Maruti,Petrol,Individual,Manual
3565,7.0,4000.0,40000.0,1.0,Mahindra,Petrol,Individual,Manual
3566,7.0,7780.0,70000.0,2.0,Maruti,Diesel,Individual,Manual
3567,11.0,5000.0,53000.0,2.0,Hyundai,Diesel,Individual,Manual
3569,7.0,6800.0,100000.0,1.0,Hyundai,Diesel,Individual,Manual
3570,12.0,1740.0,100000.0,2.0,Mahindra,Diesel,Individual,Manual
3571,8.0,5250.0,40000.0,1.0,Maruti,Diesel,Individual,Manual
3572,11.0,6000.0,72000.0,1.0,Maruti,Diesel,Individual,Manual
3573,5.0,5000.0,35000.0,1.0,Tata,Petrol,Individual,Manual
3574,7.0,5750.0,45000.0,1.0,Maruti,Petrol,Individual,Manual
3575,6.0,2750.0,28000.0,1.0,Maruti,Petrol,Individual,Manual
3576,10.0,3000.0,70000.0,1.0,Chevrolet,Diesel,Individual,Manual
3577,14.0,2200.0,120000.0,1.0,Maruti,Petrol,Individual,Manual
3578,5.0,2549.0,25000.0,1.0,Maruti,Petrol,Individual,Manual
3579,6.0,6700.0,70000.0,1.0,Maruti,Diesel,Individual,Manual
3580,20.0,700.0,50000.0,2.0,Fiat,Petrol,Individual,Manual
3581,11.0,1500.0,35000.0,2.0,Maruti,Petrol,Individual,Manual
3582,5.0,7300.0,2388.0,1.0,Hyundai,Petrol,Individual,Manual
3583,6.0,6500.0,16200.0,1.0,Maruti,Diesel,Individual,Manual
3584,4.0,3300.0,10000.0,2.0,Maruti,CNG,Individual,Manual
3585,4.0,3660.0,15000.0,1.0,Maruti,Petrol,Individual,Manual
3586,4.0,11490.0,5000.0,1.0,Hyundai,Petrol,Individual,Manual
3587,7.0,1500.0,42000.0,1.0,Datsun,Petrol,Individual,Manual
3588,12.0,4250.0,60000.0,2.0,Tata,Diesel,Individual,Manual
3589,11.0,1500.0,76000.0,1.0,Maruti,Petrol,Individual,Manual
3591,5.0,9250.0,28900.0,1.0,Honda,Petrol,Dealer,Manual
3592,10.0,4250.0,86300.0,1.0,Honda,Petrol,Dealer,Manual
3593,5.0,6750.0,23300.0,1.0,Maruti,Petrol,Dealer,Automatic
3594,5.0,8199.0,32600.0,1.0,Maruti,Diesel,Dealer,Manual
3595,5.0,3900.0,10300.0,1.0,Maruti,Petrol,Dealer,Manual
3597,10.0,7000.0,99000.0,1.0,Toyota,Diesel,Dealer,Manual
3599,8.0,4250.0,49800.0,1.0,Honda,Diesel,Dealer,Manual
3600,10.0,10900.0,151000.0,1.0,Mitsubishi,Diesel,Dealer,Manual
3601,8.0,6000.0,54700.0,1.0,Honda,Diesel,Dealer,Manual
3602,5.0,8500.0,64000.0,1.0,Maruti,Petrol,Dealer,Manual
3603,8.0,5250.0,63000.0,1.0,Honda,Diesel,Dealer,Manual
3605,7.0,9500.0,99000.0,1.0,Toyota,Diesel,Dealer,Manual
3609,12.0,2650.0,120000.0,1.0,Tata,Diesel,Individual,Manual
3610,12.0,1900.0,110000.0,3.0,Hyundai,Petrol,Individual,Manual
3611,10.0,4250.0,60000.0,1.0,Hyundai,Diesel,Individual,Manual
3612,8.0,6300.0,147000.0,2.0,Maruti,Diesel,Individual,Manual
3613,6.0,6000.0,25000.0,3.0,Ford,Petrol,Individual,Manual
3614,4.0,6500.0,30000.0,1.0,Maruti,Petrol,Individual,Manual
3615,7.0,5400.0,40000.0,1.0,Volkswagen,Diesel,Individual,Manual
3616,8.0,6300.0,135000.0,1.0,Honda,Diesel,Individual,Manual
3617,5.0,4480.0,30000.0,1.0,Maruti,Petrol,Individual,Automatic
3618,6.0,5000.0,80000.0,1.0,Volkswagen,Diesel,Individual,Manual
3619,7.0,7450.0,70000.0,1.0,Maruti,Diesel,Individual,Manual
3620,4.0,10250.0,9850.0,1.0,Maruti,Diesel,Individual,Automatic
3621,12.0,2350.0,60000.0,2.0,Hyundai,Petrol,Individual,Manual
3622,7.0,6300.0,70000.0,1.0,Maruti,Diesel,Individual,Manual
3624,10.0,4500.0,120000.0,2.0,Maruti,Diesel,Individual,Manual
3625,11.0,4500.0,120000.0,2.0,Maruti,Petrol,Individual,Manual
3626,20.0,500.0,70000.0,1.0,Tata,Diesel,Individual,Manual
3627,10.0,4500.0,170000.0,1.0,Volkswagen,Diesel,Individual,Manual
3628,7.0,12000.0,140000.0,1.0,Toyota,Diesel,Individual,Manual
3629,8.0,6100.0,90000.0,1.0,Ford,Diesel,Individual,Manual
3631,6.0,4849.0,10000.0,1.0,Maruti,Petrol,Dealer,Manual
3632,7.0,2750.0,49000.0,1.0,Datsun,Petrol,Dealer,Manual
3633,7.0,3150.0,32000.0,1.0,Maruti,Petrol,Dealer,Manual
3634,7.0,2750.0,38000.0,1.0,Maruti,Petrol,Dealer,Manual
3635,8.0,4750.0,78000.0,1.0,Maruti,Diesel,Dealer,Manual
3636,11.0,2900.0,28000.0,1.0,Hyundai,Petrol,Dealer,Manual
3637,6.0,2800.0,32000.0,1.0,Maruti,Petrol,Dealer,Manual
3638,13.0,2250.0,44000.0,1.0,Maruti,LPG,Dealer,Manual
3639,8.0,4550.0,42000.0,1.0,Volkswagen,Petrol,Dealer,Manual
3640,8.0,3510.0,45000.0,2.0,Hyundai,Petrol,Dealer,Manual
3641,11.0,5350.0,12000.0,2.0,Volkswagen,Petrol,Dealer,Manual
3642,14.0,1750.0,55500.0,1.0,Maruti,Petrol,Dealer,Manual
3643,10.0,5250.0,61500.0,1.0,Hyundai,Petrol,Dealer,Manual
3644,7.0,6000.0,150000.0,1.0,Maruti,Diesel,Individual,Manual
3645,7.0,5650.0,72000.0,1.0,Hyundai,Petrol,Dealer,Automatic
3646,15.0,1200.0,68000.0,3.0,Maruti,Petrol,Dealer,Manual
3647,6.0,7250.0,110000.0,1.0,Hyundai,Diesel,Individual,Manual
3648,14.0,1850.0,77000.0,2.0,Maruti,Petrol,Dealer,Manual
3649,13.0,2000.0,100000.0,2.0,Tata,Diesel,Individual,Manual
3650,4.0,6150.0,10000.0,1.0,Maruti,Petrol,Individual,Manual
3651,7.0,2700.0,100000.0,3.0,Maruti,Petrol,Individual,Manual
3652,5.0,6100.0,35000.0,1.0,Maruti,Petrol,Individual,Manual
3653,9.0,6250.0,70000.0,2.0,Mahindra,Diesel,Individual,Automatic
3654,3.0,4000.0,5000.0,2.0,Ford,Petrol,Individual,Manual
3655,6.0,8660.0,37800.0,1.0,Hyundai,Petrol,Individual,Manual
3656,13.0,7000.0,114000.0,1.0,Volkswagen,Petrol,Individual,Manual
3657,13.0,3000.0,48000.0,1.0,Tata,Petrol,Individual,Manual
3659,7.0,3750.0,100000.0,1.0,Tata,Diesel,Individual,Manual
3660,10.0,5220.0,150000.0,2.0,Hyundai,Diesel,Individual,Manual
3661,10.0,4519.0,69000.0,1.0,Hyundai,Diesel,Individual,Manual
3662,14.0,3000.0,100000.0,2.0,Toyota,Petrol,Individual,Manual
3663,3.0,4750.0,13000.0,1.0,Maruti,Petrol,Individual,Manual
3664,7.0,7800.0,60000.0,1.0,Maruti,Diesel,Individual,Manual
3665,6.0,5950.0,40000.0,1.0,Maruti,Petrol,Individual,Manual
3666,6.0,4400.0,35000.0,1.0,Maruti,Petrol,Individual,Manual
3667,13.0,3000.0,120000.0,2.0,Maruti,Diesel,Individual,Manual
3668,9.0,4000.0,70000.0,3.0,Nissan,Diesel,Individual,Manual
3669,7.0,11400.0,50000.0,1.0,Hyundai,Diesel,Individual,Manual
3670,6.0,8500.0,76139.0,1.0,Ford,Diesel,Individual,Manual
3672,5.0,3500.0,25000.0,1.0,Renault,Petrol,Individual,Manual
3673,8.0,3600.0,40000.0,2.0,Maruti,Petrol,Individual,Manual
3675,10.0,6250.0,90000.0,2.0,Maruti,Diesel,Individual,Manual
3676,14.0,1350.0,80000.0,2.0,Hyundai,Petrol,Individual,Manual
3677,8.0,7000.0,110000.0,2.0,Maruti,Diesel,Individual,Manual
3678,4.0,6900.0,1303.0,1.0,Honda,Petrol,Dealer,Manual
3691,6.0,7950.0,41000.0,1.0,Honda,Petrol,Dealer,Automatic
3692,10.0,6250.0,39000.0,1.0,Toyota,Petrol,Dealer,Automatic
3695,8.0,5350.0,40000.0,1.0,Maruti,Diesel,Dealer,Manual
3697,13.0,9750.0,72200.0,2.0,BMW,Petrol,Dealer,Automatic
3698,7.0,8050.0,49900.0,1.0,Hyundai,Petrol,Dealer,Manual
3700,5.0,8110.0,11000.0,1.0,Tata,Petrol,Dealer,Manual
3701,12.0,3750.0,49000.0,1.0,Volkswagen,Petrol,Individual,Manual
3702,11.0,5500.0,95000.0,1.0,Hyundai,Petrol,Individual,Manual
3703,7.0,6450.0,11000.0,1.0,Skoda,Petrol,Dealer,Automatic
3705,9.0,5990.0,46100.0,1.0,Maruti,Petrol,Dealer,Manual
3707,6.0,8750.0,18000.0,1.0,Honda,Petrol,Dealer,Automatic
3708,4.0,8949.0,9654.0,1.0,Toyota,Petrol,Dealer,Automatic
3709,12.0,1750.0,11000.0,1.0,Maruti,Petrol,Dealer,Manual
3710,11.0,3400.0,24300.0,1.0,Maruti,Petrol,Dealer,Manual
3712,5.0,10250.0,8000.0,1.0,Tata,Diesel,Dealer,Automatic
3716,14.0,4500.0,71000.0,1.0,Toyota,Petrol,Dealer,Automatic
3717,7.0,8500.0,20000.0,1.0,Maruti,Petrol,Individual,Manual
3719,12.0,3000.0,100000.0,2.0,Volkswagen,Diesel,Individual,Manual
3720,5.0,5750.0,9500.0,1.0,Ford,Petrol,Individual,Manual
3721,12.0,1600.0,120000.0,1.0,Ford,Diesel,Individual,Manual
3722,8.0,5150.0,36600.0,1.0,Maruti,Petrol,Individual,Manual
3723,8.0,3900.0,50000.0,2.0,Maruti,Petrol,Individual,Automatic
3724,7.0,5500.0,14000.0,2.0,Hyundai,Petrol,Individual,Manual
3726,13.0,2200.0,120000.0,1.0,Maruti,Diesel,Individual,Manual
3727,8.0,4250.0,70000.0,1.0,Hyundai,Petrol,Individual,Manual
3728,4.0,4800.0,13000.0,1.0,Volkswagen,Petrol,Individual,Manual
3729,9.0,4000.0,60000.0,2.0,Hyundai,Petrol,Individual,Manual
3730,9.0,4870.0,35000.0,1.0,Maruti,Petrol,Individual,Manual
3731,7.0,3860.0,44000.0,2.0,Hyundai,Petrol,Individual,Manual
3732,13.0,3000.0,60000.0,1.0,Toyota,Diesel,Individual,Manual
3735,7.0,4500.0,15000.0,2.0,Mahindra,Petrol,Individual,Manual
3736,6.0,4900.0,90000.0,1.0,Tata,Diesel,Individual,Manual
3737,14.0,3450.0,47000.0,2.0,Honda,Petrol,Individual,Manual
3738,18.0,850.0,90000.0,1.0,Maruti,Petrol,Individual,Manual
3739,13.0,2150.0,120600.0,2.0,Maruti,Petrol,Individual,Manual
3740,13.0,3200.0,100000.0,3.0,Hyundai,Petrol,Individual,Manual
3741,7.0,4599.0,60000.0,2.0,Maruti,Petrol,Individual,Manual
3742,18.0,650.0,86000.0,1.0,Hyundai,Petrol,Individual,Manual
3743,3.0,7200.0,5000.0,1.0,Hyundai,Petrol,Individual,Manual
3744,6.0,8000.0,37000.0,1.0,Maruti,Diesel,Individual,Manual
3745,4.0,5200.0,14000.0,1.0,Tata,Petrol,Individual,Manual
3746,8.0,5800.0,70000.0,1.0,Maruti,Diesel,Individual,Manual
3747,11.0,2350.0,120000.0,1.0,Toyota,Diesel,Individual,Manual
3748,8.0,6000.0,50000.0,1.0,Honda,Petrol,Individual,Manual
3749,9.0,2900.0,60000.0,2.0,Honda,Petrol,Individual,Manual
3750,7.0,3600.0,50000.0,1.0,Maruti,CNG,Individual,Manual
3751,6.0,5500.0,50000.0,1.0,Maruti,Petrol,Individual,Manual
3752,10.0,3750.0,70000.0,1.0,Hyundai,Petrol,Individual,Manual
3753,20.0,400.0,90000.0,2.0,Maruti,Petrol,Individual,Manual
3754,5.0,4200.0,35000.0,1.0,Maruti,Petrol,Individual,Automatic
3755,5.0,7000.0,7800.0,1.0,Maruti,Petrol,Individual,Automatic
3756,6.0,5000.0,20000.0,1.0,Maruti,Petrol,Individual,Manual
3757,4.0,12500.0,15000.0,1.0,Tata,Diesel,Individual,Manual
3758,10.0,3200.0,31377.0,2.0,Hyundai,Petrol,Individual,Manual
3759,5.0,7000.0,50000.0,1.0,Maruti,Diesel,Individual,Manual
3760,8.0,2900.0,60000.0,1.0,Maruti,Petrol,Individual,Manual
3761,11.0,5500.0,100000.0,1.0,Toyota,Petrol,Individual,Automatic
3762,11.0,2650.0,60000.0,1.0,Honda,Petrol,Individual,Manual
3763,5.0,8300.0,5000.0,1.0,Maruti,Petrol,Individual,Automatic
3764,6.0,8000.0,60000.0,1.0,Tata,Diesel,Individual,Manual
3765,12.0,1600.0,25000.0,2.0,Maruti,Petrol,Individual,Manual
3766,5.0,3350.0,30000.0,1.0,Renault,Petrol,Individual,Manual
3767,6.0,3290.0,80000.0,2.0,Datsun,Petrol,Individual,Manual
3768,6.0,7750.0,75000.0,1.0,Maruti,Diesel,Individual,Manual
3769,3.0,5240.0,32000.0,1.0,Hyundai,Petrol,Individual,Manual
3770,8.0,2450.0,40000.0,1.0,Maruti,Petrol,Individual,Manual
3771,11.0,2750.0,93000.0,2.0,Hyundai,Petrol,Individual,Manual
3772,5.0,5200.0,60000.0,1.0,Tata,Petrol,Individual,Manual
3773,15.0,1300.0,120000.0,2.0,Maruti,Petrol,Individual,Manual
3774,9.0,5500.0,37000.0,1.0,Nissan,Petrol,Individual,Manual
3775,5.0,9100.0,15000.0,1.0,Ford,Petrol,Individual,Manual
3776,8.0,3000.0,80000.0,1.0,Nissan,Petrol,Individual,Manual
3777,7.0,3500.0,140000.0,1.0,Maruti,Petrol,Individual,Manual
3778,10.0,9000.0,70000.0,1.0,Mahindra,Diesel,Individual,Manual
3779,10.0,3000.0,120000.0,2.0,Mahindra,Diesel,Individual,Manual
3780,6.0,11000.0,37000.0,1.0,Hyundai,Diesel,Individual,Manual
3781,7.0,2700.0,44000.0,1.0,Renault,Petrol,Individual,Manual
3782,8.0,6400.0,80000.0,1.0,Maruti,Diesel,Individual,Manual
3783,8.0,6500.0,125000.0,1.0,Mahindra,Diesel,Individual,Manual
3784,6.0,4099.0,13500.0,1.0,Maruti,Petrol,Individual,Manual
3785,12.0,1650.0,75000.0,1.0,Hyundai,Petrol,Individual,Manual
3786,16.0,800.0,120000.0,2.0,Hyundai,Petrol,Individual,Manual
3787,11.0,5350.0,120000.0,1.0,Mahindra,Diesel,Individual,Manual
3788,10.0,7000.0,70000.0,1.0,Toyota,Diesel,Individual,Manual
3789,10.0,5500.0,70000.0,1.0,Maruti,Diesel,Individual,Manual
3790,4.0,6800.0,15000.0,1.0,Honda,Petrol,Individual,Automatic
3791,14.0,2000.0,53000.0,2.0,Hyundai,Petrol,Individual,Manual
3792,7.0,10000.0,70000.0,1.0,Maruti,Diesel,Individual,Manual
3793,15.0,1100.0,120000.0,2.0,Hyundai,Petrol,Individual,Manual
3794,11.0,3200.0,100000.0,2.0,Hyundai,Petrol,Individual,Manual
3795,18.0,750.0,110000.0,2.0,Tata,Diesel,Individual,Manual
3796,8.0,3500.0,100000.0,1.0,Maruti,Petrol,Individual,Manual
3797,10.0,1700.0,162500.0,1.0,Tata,Diesel,Individual,Manual
3798,6.0,8000.0,39000.0,1.0,Hyundai,Diesel,Individual,Manual
3799,6.0,5000.0,75000.0,1.0,Maruti,Diesel,Individual,Manual
3801,4.0,13000.0,40000.0,1.0,Mahindra,Diesel,Individual,Manual
3802,10.0,5300.0,92500.0,1.0,Hyundai,Diesel,Individual,Manual
3803,11.0,3600.0,158000.0,1.0,Maruti,Diesel,Individual,Manual
3804,11.0,3100.0,120000.0,1.0,Maruti,Diesel,Individual,Manual
3805,8.0,7250.0,50000.0,2.0,Honda,Diesel,Individual,Manual
3806,11.0,3400.0,110000.0,1.0,Maruti,Diesel,Individual,Manual
3807,6.0,5500.0,2000.0,2.0,Hyundai,Diesel,Individual,Manual
3809,7.0,3800.0,70000.0,1.0,Tata,Diesel,Individual,Manual
3810,10.0,3500.0,90000.0,2.0,Nissan,Petrol,Individual,Automatic
3811,4.0,6100.0,2000.0,1.0,Hyundai,Petrol,Individual,Manual
3812,8.0,5250.0,20000.0,1.0,Maruti,Petrol,Individual,Manual
3813,12.0,4800.0,120000.0,1.0,Toyota,Diesel,Individual,Manual
3814,6.0,7800.0,35000.0,1.0,Mahindra,Diesel,Individual,Manual
3816,9.0,3750.0,80000.0,1.0,Maruti,Petrol,Individual,Manual
3817,4.0,3000.0,40000.0,1.0,Datsun,Petrol,Individual,Manual
3819,12.0,4040.0,122358.0,1.0,Mahindra,Diesel,Individual,Manual
3820,8.0,5000.0,75000.0,1.0,Tata,Diesel,Individual,Manual
3821,6.0,3500.0,120000.0,1.0,Tata,Diesel,Individual,Manual
3822,8.0,3800.0,40000.0,1.0,Tata,Petrol,Individual,Manual
3823,15.0,1149.0,95200.0,3.0,Hyundai,Petrol,Individual,Manual
3824,11.0,2900.0,60000.0,1.0,Tata,Diesel,Individual,Manual
3825,18.0,1100.0,45000.0,2.0,Maruti,Petrol,Individual,Manual
3826,12.0,4500.0,80000.0,3.0,Tata,Diesel,Individual,Manual
3827,14.0,4000.0,170000.0,2.0,Mahindra,Diesel,Individual,Manual
3830,7.0,2200.0,35000.0,1.0,Maruti,Petrol,Individual,Manual
3831,6.0,4500.0,35000.0,1.0,Hyundai,Petrol,Individual,Manual
3832,10.0,2900.0,50000.0,1.0,Hyundai,Petrol,Individual,Automatic
3833,7.0,5200.0,20000.0,1.0,Maruti,Petrol,Individual,Manual
3834,12.0,2650.0,20000.0,1.0,Hyundai,Petrol,Individual,Automatic
3835,11.0,3300.0,50000.0,2.0,Maruti,Petrol,Individual,Manual
3836,9.0,5099.0,120000.0,1.0,Mahindra,Diesel,Individual,Manual
3837,9.0,5000.0,70000.0,1.0,Hyundai,Petrol,Individual,Manual
3838,8.0,5250.0,50000.0,1.0,Hyundai,Petrol,Individual,Manual
3839,4.0,6750.0,16500.0,1.0,Maruti,Petrol,Individual,Manual
3840,13.0,3000.0,70000.0,1.0,Hyundai,Petrol,Individual,Manual
3841,18.0,900.0,99361.0,2.0,Maruti,Petrol,Individual,Manual
3842,6.0,6500.0,25000.0,1.0,Maruti,Diesel,Individual,Manual
3843,9.0,4090.0,70000.0,2.0,Maruti,Petrol,Individual,Manual
3844,8.0,3950.0,80000.0,2.0,Hyundai,Diesel,Individual,Manual
3845,13.0,2150.0,70000.0,2.0,Maruti,Petrol,Individual,Manual
3846,9.0,4000.0,70000.0,2.0,Maruti,Petrol,Individual,Manual
3847,11.0,1200.0,60000.0,3.0,Chevrolet,Petrol,Individual,Manual
3848,5.0,6450.0,10000.0,1.0,Tata,Petrol,Individual,Automatic
3849,17.0,810.0,80000.0,1.0,Maruti,Petrol,Individual,Manual
